SAMPLEID,ANSWERDATE,性別,年代,居住地方,結婚,子ども,世帯年収,職業,建築タイプ,,,,,,,,,,Q7S1,Q7S7,Q7S8,Q7S9,Q7S10,Q7S11,Q8S12,Q9S4,Q9S5,Q9S15,Q10S1,Q10S2,Q10S3,Q10S4,Q10S5,Q10S6,Q10S7,Q10S8,Q10S9,Q10S10,Q10S11,Q10S12,Q10S13,Q10S14,Q10S15,Q11S4,Q11S5,Q11S6,Q11S7,Q11S11,Q11S12,Q11S13,Q11S15,Q12S1,Q7S2,Q7S3,Q7S4,Q7S5,Q7S6,Q7S12,Q7S13,Q7S14,Q7S15,Q8S1,Q8S2,Q8S3,Q8S4,Q8S5,Q8S6,Q8S7,Q8S8,Q8S9,,Q8S11,Q8S13,Q8S14,Q8S15,Q9S1,Q9S2,Q9S3,Q9S6,Q9S7,Q9S8,Q9S9,Q9S10,Q9S11,Q9S12,Q9S13,Q9S14,Q11S1,Q11S2,Q11S3,Q11S8,Q11S9,Q11S14,Q12S2,Q12S3,Q12S4,Q12S5,Q12S6,Q12S7
46349280,2024/12/9 18:54,女性,60代以上,関東地方,未婚,子どもあり,400〜800万未満,会社員,住宅,4.4,6.75,4.25,-3.125,6,5.5,5.5,5.5,5.625,4,4,3,3,3,4,4,4,4,4,4,4,4,2,3,3,4,4,4,4,4,3,2,4,4,4,4,3,4,1,4,2,4,2,4,4,4,4,3,4,4,4,4,5,5,4,4,4,4,4,2,3,2,2,3,3,4,3,4,4,4,3,1,2,3,4,3,4,3,5,4,1,4,3,3,4,2,3,1,1,2
48010817,2024/12/10 14:30,女性,60代以上,北海道・東北地方,既婚,子どもなし,,会社員,住宅,3.8,3.75,3,-3.875,1.5,5,2,4,3.125,4,3,3,3,2,4,3,4,4,4,4,2,3,2,1,2,4,4,4,4,5,4,3,3,4,4,4,2,4,2,4,2,4,4,4,4,3,4,3,4,3,2,2,3,4,2,2,2,2,2,3,4,4,2,2,2,3,4,3,2,4,4,3,3,2,3,3,4,3,4,3,1,4,4,3,2,3,2,1,4,2
48543180,2024/12/10 15:20,女性,60代以上,関東地方,既婚,子どもあり,わからない,会社員,住宅,5.4,7,3,-1.75,4,6.5,5.5,7,5.75,5,5,4,3,3,5,4,4,4,3,3,1,1,1,1,1,4,3,4,5,5,5,5,4,3,5,5,3,4,2,4,1,5,3,5,5,5,5,5,4,3,2,2,3,2,4,1,3,3,1,3,4,5,3,3,4,5,4,4,4,3,1,1,1,2,2,1,1,1,4,3,1,1,3,3,2,3,4,1,1,4
1028040,2024/12/10 14:44,女性,60代以上,中国・四国・九州・沖縄地方,既婚,子どもあり,800～1200万未満,会社員,住宅,4,5,2.125,-3.625,3,6.5,2.5,4,4,4,2,1,1,1,1,1,3,3,2,1,2,1,1,1,1,4,2,2,3,4,3,2,3,2,1,2,2,4,2,3,2,5,5,3,3,3,2,2,4,2,2,2,1,2,4,4,2,1,1,2,4,4,5,1,2,4,3,2,4,2,1,2,2,2,2,2,5,2,5,2,1,2,4,5,1,2,2,1,5,3
3157963,2024/12/10 14:56,女性,60代以上,関東地方,既婚,子どもなし,,会社員,住宅,1,1.5,2.625,-2,2.5,5,2,4,3.375,4,4,2,2,2,3,3,4,4,4,4,2,2,2,1,1,4,3,4,4,4,3,3,4,4,4,4,2,4,2,5,1,4,4,4,3,2,2,3,4,4,3,4,4,4,4,1,2,4,3,3,1,4,2,1,3,3,4,4,4,4,4,2,4,4,4,2,1,2,4,4,1,2,2,4,4,1,1,1,1,1
6274812,2024/12/9 16:25,女性,60代以上,中国・四国・九州・沖縄地方,未婚,子どもなし,400〜800万未満,会社員,住宅,5.2,4.75,3.375,-2.375,4.5,5.5,4.5,4.5,4.75,1,5,4,4,4,5,5,5,5,5,5,4,5,5,4,4,5,5,4,5,5,5,5,5,3,5,5,5,5,4,3,4,5,4,4,4,3,4,4,4,4,5,5,5,5,4,5,4,4,5,4,5,5,5,5,5,5,4,4,5,5,4,4,4,3,4,3,5,4,5,5,5,5,5,5,5,2,4,3,4,5
6433649,2024/12/10 16:19,女性,60代以上,中部地方,既婚,子どもあり,400万未満,自営業・自由業,住宅,3.4,5.25,4.375,-3.125,4.5,6,3.5,3.5,4.375,3,4,4,4,3,4,2,1,3,2,2,3,4,3,2,3,4,3,2,1,2,3,4,3,2,4,4,2,2,4,3,2,2,4,5,5,4,3,4,4,4,3,1,5,5,4,2,2,4,4,4,4,4,3,4,3,2,4,3,2,3,4,2,2,3,3,3,2,3,4,4,4,3,4,1,4,4,4,4,3,4
6577548,2024/12/10 16:13,女性,60代以上,中国・四国・九州・沖縄地方,未婚,子どもなし,400〜800万未満,自営業・自由業,住宅,3.2,3.75,3.625,-4,4.5,5.5,5.5,4.5,5,3,2,4,3,3,3,5,5,5,5,5,5,5,4,5,5,4,4,4,4,5,5,4,4,5,5,4,4,4,5,5,4,3,5,3,3,2,3,3,3,2,3,2,5,4,4,4,4,4,3,4,5,4,4,4,4,3,5,5,4,4,4,5,5,5,4,4,4,5,5,4,4,4,4,4,5,4,4,4,4,4
12034391,2024/12/9 16:18,女性,60代以上,中部地方,既婚,子どもあり,800～1200万未満,会社員,住宅,3.6,4.25,2.25,-1.625,1,4.5,3,4.5,3.25,4,3,3,2,3,3,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,5,2,2,2,3,3,3,3,3,3,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,3,3,3,2,4,2,2,1,2,1,1,1,2,2,2,2,2,2,2,3,2,2,3,3,3,3
22700943,2024/12/9 17:46,女性,60代以上,中部地方,既婚,子どもあり,800～1200万未満,会社員,住宅,3.8,4,4.125,-3.75,4.5,2,4,3,3.375,2,4,3,2,3,3,4,4,4,3,2,2,2,2,2,2,4,4,4,3,4,2,2,4,2,4,4,2,2,2,4,2,3,4,3,3,2,3,2,2,2,3,2,4,4,4,4,3,3,3,3,4,4,4,3,4,3,4,4,4,4,3,4,3,4,3,4,4,4,2,3,3,4,2,2,4,4,4,3,4,4
39297560,2024/12/10 16:11,女性,60代以上,近畿地方,未婚,子どもなし,400万未満,会社員,住宅,3.8,4,3.5,-3.125,4,4.5,3,3,3.625,3,3,3,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,4,2,4,3,3,3,3,4,4,2,2,3,3,3,3,3,2,2,3,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,2,2,2,3,2,2,2,2,2,2
9329557,2024/12/10 16:59,男性,20代,近畿地方,未婚,子どもなし,400〜800万未満,会社員,住宅,4,5.5,4.125,-4,5,4,4.5,3.5,4.25,3,3,4,3,3,3,3,3,3,3,3,1,2,2,2,2,3,4,4,3,3,3,3,3,3,3,4,3,3,3,4,3,4,4,2,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,4,4,3,3,3,3,4,3,3,3,1,1,5
14143483,2024/12/9 18:42,男性,20代,関東地方,未婚,子どもなし,400〜800万未満,会社員,住宅,2.8,4.75,3.25,-3.875,3,5,2.5,3.5,3.5,4,4,4,4,3,4,4,5,5,5,2,2,2,2,1,3,2,4,5,4,4,4,4,4,5,5,4,4,5,2,5,1,5,5,5,4,5,5,5,4,4,4,5,5,4,5,4,5,5,5,5,5,4,4,4,4,5,1,5,5,1,2,1,2,4,2,3,5,4,4,4,2,4,4,5,5,1,5,1,1,3
16351298,2024/12/10 17:04,男性,20代,関東地方,未婚,子どもなし,400〜800万未満,会社員,住宅,4.6,4,3.5,-4.375,3.5,4.5,4.5,4.5,4.25,4,4,4,3,4,4,4,4,4,2,4,4,4,4,4,3,2,4,4,4,3,4,4,4,3,4,4,3,3,4,4,3,4,4,4,5,4,4,5,4,4,4,4,4,3,3,3,3,2,4,3,4,4,4,4,4,4,4,3,3,4,4,3,3,4,4,3,4,4,3,4,3,3,4,3,4,4,4,4,4,3
19321784,2024/12/10 17:46,男性,20代,中部地方,未婚,子どもなし,400万未満,会社員,住宅,4.8,4,4.75,-4.25,3,6,4,6,4.75,1,2,1,1,1,4,1,4,4,4,4,1,1,1,1,1,5,4,4,5,5,4,4,4,4,1,4,1,4,3,5,1,4,2,1,1,5,1,1,5,4,1,4,4,1,1,1,1,1,1,4,1,4,4,1,5,2,4,2,5,1,4,1,1,1,4,1,5,5,4,1,1,4,1,4,1,1,1,1,1,4
19750359,2024/12/10 7:53,男性,20代,関東地方,未婚,子どもなし,,会社員,住宅,2.8,3.25,2.75,-4.125,1.5,4,2,3.5,2.75,5,4,3,3,3,4,5,5,5,5,5,3,3,3,1,3,5,4,4,4,4,4,4,5,3,5,5,4,5,3,3,4,5,4,4,4,3,3,3,5,4,4,4,3,5,2,3,3,4,3,4,1,2,2,4,5,5,5,5,5,5,4,2,3,4,4,3,5,4,5,4,4,3,4,3,3,4,3,3,2,4
20191325,2024/12/10 17:10,男性,20代,近畿地方,未婚,子どもなし,わからない,自営業・自由業,住宅,2.2,4.25,1,-2.125,1,4.5,3.5,5,3.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
20236191,2024/12/10 17:23,男性,20代,関東地方,未婚,子どもなし,わからない,会社員,住宅,3.4,2.75,3.5,-3.375,3,4,3.5,1.5,3,2,4,3,4,3,3,4,4,4,4,2,5,4,4,3,2,4,4,3,3,3,4,4,4,4,3,4,4,4,4,4,4,3,4,3,4,3,3,4,3,2,4,3,3,3,4,4,4,3,3,3,4,4,3,4,4,3,4,3,4,5,4,3,5,5,4,5,3,5,3,4,3,4,3,4,3,4,3,4,4,4
25011060,2024/12/9 17:53,男性,20代,関東地方,未婚,子どもなし,800～1200万未満,自営業・自由業,住宅,2.8,3.5,2.625,-4.125,2.5,4,2.5,3,3,4,4,2,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,2,4,2,4,4,2,4,5,4,4,4,4,5,4,4,4,4,4,2,4,2,2,4,4,5,5,5,4,4,3,3,4,4,4,4,4,4,5,4,4,4,2,2,3,4,2,2,4
27231822,2024/12/10 17:52,男性,20代,近畿地方,未婚,子どもなし,400〜800万未満,会社員,住宅,4.2,4,3.625,-2.375,4,4.5,4,4,4.125,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,1,3,3,3,3,3,3,3,3,3,4,3,4,3,3,4,4,3,4,3,4,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
30033740,2024/12/10 16:53,男性,20代,近畿地方,未婚,子どもなし,400〜800万未満,会社員,住宅,2.2,5.25,3.25,-2.75,4,4.5,4,5.5,4.5,4,2,1,1,1,2,2,4,4,4,4,1,1,1,1,1,4,2,1,2,2,2,1,2,4,1,4,1,5,1,5,1,5,2,4,4,2,5,5,4,5,1,2,2,1,1,1,1,1,1,1,1,1,1,1,3,4,3,4,4,5,4,5,2,2,2,2,5,4,5,2,1,1,4,4,5,1,1,1,1,1
30158016,2024/12/10 17:01,男性,20代,北海道・東北地方,未婚,子どもなし,400〜800万未満,自営業・自由業,住宅,5.4,6,4.5,-1.75,5,6.5,3.5,4,4.75,5,5,5,4,5,5,5,5,5,5,5,4,5,4,3,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,4,3,4,3,4,4,3,3,3,5,4,4,4,3,4,5,4,4,4,5,4,4,5,3,5,5,5,4,5,5,4,4,3,5,3,4,3,4,4,5,5,4,4,4,3,4,2,3,4,3,5
33384792,2024/12/10 17:16,男性,20代,中国・四国・九州・沖縄地方,未婚,子どもなし,400万未満,会社員,住宅,4.8,4.25,4.75,-4.625,5,5.5,4.5,5,5,4,4,4,3,2,3,3,3,3,3,4,4,4,3,3,5,4,4,3,3,4,4,3,2,4,3,4,4,4,4,4,3,3,4,3,4,4,2,5,3,3,4,3,4,4,4,3,2,1,5,4,3,3,4,2,4,3,4,4,3,4,4,4,3,4,4,4,3,2,4,4,3,5,4,3,3,3,2,3,4,4
33427252,2024/12/10 17:32,男性,20代,関東地方,未婚,子どもなし,400万未満,会社員,住宅,3.4,5,4.375,-1.75,3.5,5,5,6,4.875,5,5,4,3,4,5,4,4,4,4,5,4,4,4,1,4,5,4,4,4,5,5,5,5,5,5,5,4,4,2,4,3,5,3,4,4,4,3,5,5,5,5,4,4,4,5,4,4,4,4,4,4,3,3,2,4,4,4,4,4,4,4,1,4,4,4,5,4,4,4,4,3,4,4,5,4,2,4,1,1,3
33997803,2024/12/10 16:59,男性,20代,近畿地方,既婚,子どもなし,400〜800万未満,会社員,住宅,5.4,5.75,3.625,-3.75,4,5,4,2.5,3.875,4,5,4,3,2,4,5,4,3,1,4,3,3,4,4,3,4,4,4,4,5,4,4,4,2,2,5,4,4,2,3,1,2,4,5,3,4,3,2,3,4,4,3,4,4,5,2,5,4,4,4,5,2,4,2,3,5,3,4,1,3,1,4,4,2,4,3,3,1,3,3,4,4,5,3,4,3,5,4,4,2
34958085,2024/12/9 19:32,男性,20代,北海道・東北地方,未婚,子どもなし,400万未満,会社員,住宅,2.4,4.25,3.125,-5.125,2.5,5.5,2.5,1.5,3,4,4,4,3,5,4,4,4,3,3,4,2,2,1,3,4,3,3,3,3,3,3,3,3,3,5,4,3,5,3,3,3,5,3,4,4,5,5,5,4,4,4,4,4,5,4,1,2,3,3,3,5,3,3,3,3,3,2,4,4,3,3,3,3,3,3,3,3,3,5,4,3,4,4,3,4,3,3,3,3,3
35339849,2024/12/10 17:07,男性,20代,関東地方,未婚,子どもなし,400〜800万未満,会社員,住宅,5,5,4,-3.5,4.5,5,4,5,4.625,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
35834714,2024/12/10 17:33,男性,20代,北海道・東北地方,未婚,子どもなし,わからない,会社員,住宅,2.2,2.5,1.875,-3.125,2,2,2.5,2,2.125,2,2,2,2,3,2,3,4,4,2,4,4,3,2,2,2,3,2,3,4,4,2,3,2,4,2,4,4,4,3,3,3,3,2,2,3,2,3,2,3,3,2,3,2,2,2,2,2,2,3,2,2,2,4,2,3,3,4,2,3,3,3,2,4,4,3,4,4,2,2,3,2,4,2,3,3,2,3,2,2,5
38209266,2024/12/10 17:08,男性,20代,中国・四国・九州・沖縄地方,未婚,子どもなし,わからない,自営業・自由業,住宅,1.6,1.75,1.375,-3.5,1,2,1,4,2,4,3,3,3,3,3,3,4,3,3,3,2,3,2,3,3,4,3,3,3,5,3,3,3,2,4,4,2,3,1,5,1,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,3,3,3,3,3,3,3,1,4,4,4,4,4,4,3,3,3,3,3,3,4,3,4,3,2,2,3,3,3,3,3,1,3,3
40807928,2024/12/10 1:26,男性,20代,中国・四国・九州・沖縄地方,未婚,子どもなし,わからない,会社員,住宅,4.4,4,2.125,-3.375,3.5,3,3,2.5,3,4,5,4,2,3,4,4,3,4,4,4,5,5,4,4,2,3,4,3,4,1,1,3,2,3,4,4,3,2,3,3,2,3,3,4,4,2,2,4,4,4,4,4,4,5,2,3,4,4,4,3,4,4,4,3,4,4,5,4,3,4,4,1,3,4,3,2,2,3,3,1,3,4,4,4,2,2,2,1,2,4
40887051,2024/12/10 7:49,男性,20代,中国・四国・九州・沖縄地方,既婚,子どもあり,400〜800万未満,会社員,住宅,3.8,5.25,3.5,-3.5,3.5,3.5,3,3.5,3.375,3,3,3,2,2,3,2,3,3,3,3,3,4,3,4,3,3,3,3,3,3,4,4,3,3,3,3,4,3,4,3,3,3,3,2,2,2,3,3,3,3,3,2,3,4,4,2,3,3,3,3,3,3,3,4,4,3,3,3,2,3,4,3,3,4,4,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3
41222629,2024/12/10 16:57,男性,20代,近畿地方,未婚,子どもなし,400〜800万未満,公務員,住宅,3.2,4,2.125,-3.5,2,6,4,3.5,3.875,4,3,3,4,3,3,3,4,4,4,2,2,2,2,2,1,2,2,2,2,5,1,3,2,2,3,3,3,3,4,4,3,4,4,4,3,3,4,3,3,3,4,3,4,4,2,4,4,4,4,2,4,3,4,4,4,4,2,4,4,4,3,3,3,3,4,4,3,3,4,4,3,3,4,4,4,3,4,3,3,4
41332048,2024/12/9 17:21,男性,20代,中国・四国・九州・沖縄地方,未婚,子どもなし,わからない,自営業・自由業,住宅,1.8,4,1.5,-4.125,3,4.5,2.5,5.5,3.875,3,3,3,3,3,3,3,3,3,3,3,1,3,2,1,3,4,3,3,3,5,3,3,3,3,4,3,3,4,3,3,3,3,3,5,5,3,2,5,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,4,3,3,3,4,5,4,1,2,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,2,2,3
42272508,2024/12/10 16:27,男性,20代,関東地方,未婚,子どもなし,400万未満,会社員,住宅,1,4,1.875,-2.25,1,4.5,3.5,4,3.25,3,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,5,1,2,2,4,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,4,5,2,5,2,2,2
42504604,2024/12/10 17:35,男性,20代,北海道・東北地方,既婚,子どもあり,400万未満,会社員,住宅,4,4,3,-3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
42658219,2024/12/9 20:58,男性,20代,関東地方,既婚,子どもなし,400〜800万未満,会社員,住宅,3.6,4.75,2.75,-4.125,2.5,6,3,2.5,3.5,4,5,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,3,4,4,4,4,4,3,3,4,3,4,4,4,2,4,4,4,4,3,5,5,4,4,4,4,4,4,4,1,4,4,4,4,2,4,4,3,5,5,5,4,5,5,4,2,3,4,4,4,2,2,4,3,3,4,4,3,4,2,4,3,3,4
42747397,2024/12/9 17:02,男性,20代,北海道・東北地方,未婚,子どもなし,800～1200万未満,会社員,住宅,1.4,3.25,2.375,-4.5,4,5,3,3.5,3.875,5,4,4,4,4,5,4,3,4,4,3,4,2,3,4,2,2,2,4,5,4,3,4,4,3,3,4,3,3,4,4,4,3,4,5,5,4,4,4,5,4,3,5,4,4,5,4,3,2,4,2,3,3,2,4,4,3,4,4,2,2,2,3,3,4,3,2,3,3,5,4,2,3,5,3,4,3,2,5,4,3
44975797,2024/12/10 16:14,男性,20代,中国・四国・九州・沖縄地方,既婚,子どもあり,400万未満,会社員,住宅,2.2,3,2.5,-4.25,2,3.5,3,3.5,3,2,2,2,2,3,2,5,5,4,4,2,3,4,3,4,3,3,5,3,2,2,5,3,2,1,2,3,2,1,2,3,1,2,3,2,3,3,3,3,3,3,2,3,4,4,2,4,3,3,3,4,4,4,2,3,3,4,5,4,5,4,2,2,3,3,4,2,3,3,4,3,1,4,2,2,3,2,2,1,2,3
44978287,2024/12/9 16:37,男性,20代,関東地方,未婚,子どもなし,800～1200万未満,会社員,住宅,3.4,5.25,3.75,-4.5,1,7,7,1,4,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,5,2,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,4,4,1,1,1,1,1,1,5,4,4,4,5,5,2,1,1,5,2,4,4,1,1,4,1,5,1,2,1,5,4
46408554,2024/12/9 22:57,男性,20代,中国・四国・九州・沖縄地方,既婚,子どもあり,,会社員,住宅,3.8,6,2.125,-3,2.5,3,2.5,1,2.25,2,4,2,3,2,3,3,2,1,1,2,4,2,3,3,1,3,2,5,3,2,1,1,4,2,2,1,4,2,3,5,2,4,5,3,3,3,4,4,3,2,4,2,2,2,3,1,1,3,2,3,4,2,2,2,3,2,2,2,1,2,2,1,3,2,2,1,3,2,3,4,2,1,2,3,4,3,2,3,4,4
46894332,2024/12/10 16:28,男性,20代,関東地方,未婚,子どもなし,400万未満,会社員,住宅,4.4,4.25,2.875,-3.625,4.5,3,4,4.5,4,4,4,3,3,3,4,3,4,4,4,4,3,3,3,2,2,3,4,3,3,5,4,4,3,4,5,4,3,4,2,3,3,4,3,4,4,3,2,4,4,3,3,4,2,2,2,2,2,3,3,3,2,3,3,3,4,4,5,5,5,4,4,4,4,4,3,4,4,3,5,4,2,3,4,4,4,3,3,3,3,4
46897535,2024/12/10 14:44,男性,20代,中部地方,未婚,子どもなし,400〜800万未満,会社員,住宅,6.6,7,5.625,-5.75,6,6,6,6,6,5,4,5,4,5,4,5,5,5,5,5,4,5,4,5,4,5,5,5,4,5,5,5,5,5,3,4,5,4,5,5,4,5,5,4,4,5,5,5,5,4,5,4,5,4,4,3,5,4,4,3,5,4,4,4,4,3,5,4,3,5,4,4,4,5,5,5,5,5,5,4,3,5,5,5,4,4,4,4,4,3
47061230,2024/12/10 17:30,男性,20代,中部地方,既婚,子どもあり,400〜800万未満,公務員,住宅,5.2,5.25,4.375,-3.875,6,5.5,5.5,4.5,5.375,3,5,3,4,4,4,4,3,4,4,3,4,4,5,4,3,4,3,4,2,4,4,3,4,5,5,4,2,3,5,4,4,4,4,4,4,4,3,4,3,1,2,1,3,3,4,3,4,5,4,2,3,4,2,4,4,3,3,5,1,5,3,3,4,4,2,1,3,2,4,4,5,4,4,4,4,3,3,3,4,5
47597368,2024/12/10 15:46,男性,20代,関東地方,未婚,子どもなし,わからない,公務員,住宅,1.8,2.25,1.875,-2.875,1,2,1,2.5,1.625,3,3,3,3,2,3,2,3,3,3,3,3,3,4,4,3,3,2,4,4,3,4,3,3,2,4,3,2,1,4,4,4,2,4,3,3,2,4,3,3,3,2,2,4,4,3,3,2,3,3,4,3,3,3,5,4,3,4,3,3,2,2,4,4,4,3,2,3,3,4,4,4,3,4,3,3,3,3,3,3,3
47925312,2024/12/10 16:47,男性,20代,中国・四国・九州・沖縄地方,未婚,子どもなし,400〜800万未満,会社員,住宅,4.2,3.75,3,-3.125,3.5,4.5,3,3,3.5,3,4,4,3,2,4,4,4,4,5,4,3,3,2,2,2,4,4,4,4,4,4,4,5,2,4,4,4,4,4,3,3,4,4,3,3,3,2,2,4,4,4,4,3,3,3,1,3,3,4,3,3,3,2,3,4,4,5,4,4,4,2,1,2,3,3,3,4,4,5,4,2,4,4,3,3,3,4,2,1,5
48039419,2024/12/9 17:54,男性,20代,近畿地方,未婚,子どもなし,400万未満,会社員,住宅,2,2,2.25,-2.25,1,4,3,4,3,3,3,1,1,3,2,2,2,2,2,3,2,2,2,3,1,1,2,3,1,2,3,1,3,2,1,1,2,3,3,1,1,3,2,2,4,2,3,5,2,3,2,2,4,2,2,2,2,1,3,2,2,1,3,1,2,1,3,2,1,2,1,2,3,3,1,1,2,2,1,4,2,1,1,2,2,1,1,2,3,2
48533853,2024/12/9 22:10,男性,20代,中部地方,既婚,子どもあり,400万未満,会社員,住宅,4,5,3.125,-3.25,4,5,4.5,2.5,4,4,3,2,4,4,4,4,4,3,4,4,4,3,2,5,3,2,4,4,3,4,3,2,4,3,2,3,4,3,5,4,4,3,4,3,2,3,3,5,3,3,4,4,3,3,2,5,3,3,3,5,3,4,3,2,5,3,5,3,1,4,2,4,3,4,3,3,4,4,4,3,2,4,4,5,3,2,4,4,3,4
48878043,2024/12/9 22:29,男性,20代,中国・四国・九州・沖縄地方,既婚,子どもあり,,会社員,住宅,4.4,5.5,4.375,-2,5,5,3,3.5,4.125,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,5,4,4,4,3,3,4,4,4,4,4,4,2,2,2,5,4,4,4,4,4,4,4,4,4,3,3,4,2,4,4,4,4,4,4,4,5,3,4,4,3,4,4,3,4,4,4,3,4,4,3,1,4,4,4,4,4
49521565,2024/12/10 17:48,男性,20代,中部地方,未婚,子どもなし,,会社員,住宅,3.2,2.75,1.375,-4.25,1.5,6,2.5,4.5,3.625,4,4,2,1,1,3,1,2,3,3,2,2,3,2,2,2,3,3,2,3,4,3,4,3,2,3,4,2,3,1,4,3,3,1,2,2,4,2,5,3,2,2,4,4,2,4,1,3,2,2,2,1,2,1,1,3,3,2,2,2,4,2,1,4,3,2,2,5,4,4,3,3,1,3,4,3,3,1,1,4,1
49576220,2024/12/9 21:38,男性,20代,中国・四国・九州・沖縄地方,既婚,子どもあり,400〜800万未満,会社員,住宅,3,4.25,3.25,-3.125,1.5,4,3.5,3.5,3.125,4,4,3,2,2,3,4,4,3,3,4,4,2,2,2,4,3,2,5,5,3,1,4,3,3,5,3,1,2,4,2,3,3,4,2,2,2,4,4,4,4,4,3,4,4,2,2,4,4,4,2,2,4,4,4,4,4,4,4,4,3,3,5,5,4,3,5,3,2,4,3,2,1,4,2,5,5,4,3,5,3
49646223,2024/12/10 17:57,男性,20代,中部地方,未婚,子どもなし,,会社員,住宅,1,4,1,-1.625,3,3,3.5,4,3.375,1,1,1,1,1,1,1,5,5,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,1,5,5,5,5,5,1,1,1,1,1,1,5,1,1,1,1,1
49729589,2024/12/10 16:31,男性,20代,中部地方,未婚,子どもなし,800～1200万未満,会社員,住宅,3.6,3.25,3,-3.375,4,6,3.5,4,4.375,3,4,4,2,3,4,4,4,3,4,3,2,2,3,3,3,3,4,4,3,3,3,3,4,3,3,4,3,4,4,4,4,4,5,2,4,3,4,4,4,3,3,3,3,4,3,2,2,3,4,2,3,3,2,4,3,4,4,4,4,3,4,3,4,2,3,3,3,3,3,3,1,4,4,4,4,2,3,1,1,3
50206197,2024/12/9 22:39,男性,20代,中国・四国・九州・沖縄地方,未婚,子どもなし,400万未満,会社員,住宅,5.2,4.75,4.25,-3.625,4.5,4.5,4,3.5,4.125,4,3,5,3,4,2,3,2,3,4,3,3,5,3,3,5,4,4,4,5,4,4,3,3,3,2,3,3,4,3,4,3,3,3,3,4,3,2,4,4,4,4,4,3,3,2,3,4,4,4,4,4,4,3,4,4,2,3,3,2,4,3,3,5,3,4,3,4,4,2,3,3,4,3,3,3,4,2,2,3,3
50437115,2024/12/9 20:27,男性,20代,近畿地方,未婚,子どもなし,400万未満,会社員,住宅,2.6,4.75,2.875,-4.25,2.5,4,3.5,5.5,3.875,3,2,1,2,1,2,2,3,2,2,2,1,1,1,1,1,3,1,1,2,4,3,2,4,2,1,4,1,4,1,5,2,4,4,4,4,3,2,2,2,1,2,4,1,2,1,1,1,1,1,1,2,2,1,1,2,3,1,1,2,4,2,2,2,3,3,2,2,3,5,2,2,1,1,1,2,3,2,1,1,1
